STUDYID,Theorystandardized_corrected,IVConstruct,IVVariableLabel,IVMean,IVSD,Stakeholdergroup,Stakeholdergroupsubcategory,PerformanceVariableLabel,PerformanceMean,PerformanceSD,PerformanceIVCorrelation,PerformanceIVCorrelation_corrected,Nofobs,Noffirms
ss07etp,Resource-based view,Marketing experience ,marketing experience ,,,INV,INV1,Profitability,,,-0.1,-0.1,198,198
ss07etp,Resource-based view,Prior industry experience ,prior industry experience ,,,INV,INV1,Profitability,,,0.01,0.01,198,198
ss07etp,Resource-based view,Start-up experience,Start-up experience,,,INV,INV1,Profitability,,,0.03,0.03,198,198
ss07etp,Resource-based view,Technical experience ,technical experience ,,,INV,INV1,Profitability,,,0.25,0.25,198,198
ss07etp,Resource-based view,technological intensity,technological intensity,,,INV,INV1,Profitability,,,0.16,0.16,198,198
ss07etp,Resource-based view,Breadth start-up exp.,Breadth start-up exp.,,,INV,INV4,Sales growth,,,-0.06,-0.06,198,198
ss07etp,Resource-based view,Finance experience,Finance experience,,,INV,INV4,Sales growth,,,0.05,0.05,198,198
ss07etp,Resource-based view,Int’l intensity int’l exp,Int’l intensity int’l exp,,,INV,INV4,Sales growth,,,-0.04,-0.04,198,198
ss07etp,Resource-based view,International experience ,international experience ,,,INV,INV4,Sales growth,,,0.07,0.07,198,198
ss07etp,Resource-based view,International intensity,International intensity,,,INV,INV4,Sales growth,,,0.01,0.01,198,198
ss07etp,Resource-based view,Marketing experience ,marketing experience ,,,INV,INV4,Sales growth,,,0.06,0.06,198,198
ss07etp,Resource-based view,Prior industry experience ,prior industry experience ,,,INV,INV4,Sales growth,,,0.09,0.09,198,198
ss07etp,Resource-based view,Start-up experience,Start-up experience,,,INV,INV4,Sales growth,,,0.03,0.03,198,198
ss07etp,Resource-based view,technological intensity,technological intensity,,,INV,INV4,Sales growth,,,0.04,0.04,198,198
sy04smj,Resource-based view,Human capital,Human capital,3.9,1.14,CUS,CUS4,Customer contact,3.87,1.97,0.29,0.29,234,234
sy04smj,Resource-based view,Human capital,Human capital,3.9,1.14,CUS,CUS4,Customer co-production,3.4,1.33,-0.28,-0.28,234,234
sy04smj,Resource-based view,Human capital,Human capital,3.9,1.14,CUS,CUS4,Service customization,3.99,1.58,0.32,0.32,234,234
sy04smj,Resource-based view,Human capital,Human capital,3.9,1.14,INV,INV2,Performance,0.01,0.88,0.27,0.27,234,234
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Between store)",0.05,0.08,EMP,EMP3,Store wage relative to county average wage for sales assistants (Between store),0.82,0.08,-0.17,-0.17,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Between store)",0.05,0.08,EMP,EMP3,Store wage relative to county average wage for sales assistants (Within store),,,,,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Within store)", ,,EMP,EMP3,Store wage relative to county average wage for sales assistants (Between store),0.82,0.08,-0.01,-0.01,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Within store)", ,,EMP,EMP3,Store wage relative to county average wage for sales assistants (Within store),,,-0.01,-0.01,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, part-timers (Between store)",0.08,0.07,EMP,EMP3,Store wage relative to county average wage for sales assistants (Between store),0.82,0.08,-0.08,-0.08,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, part-timers (Between store)",0.08,0.07,EMP,EMP3,Store wage relative to county average wage for sales assistants (Within store),,,,,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, part-timers (Within store)", ,,EMP,EMP3,Store wage relative to county average wage for sales assistants (Between store),0.82,0.08,0.01,0.01,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, part-timers (Within store)", ,,EMP,EMP3,Store wage relative to county average wage for sales assistants (Within store),,,0.01,0.01,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Between store)",0.05,0.08,INV,INV1,Sales per hour worked (Within store),,,,,325,325
sz09amj,Social exchange theory,Employee turnover ,"Separation rate, full-timers (Within store)", ,,INV,INV1,Sales per hour worked (Within store),,,,,325,325
szrgwdkd94mc,Motivation theories,Task Diversity (Diagnostic Diversity),Diagnostic Diversity,60,7.28,CUS,CUS4,Technological availability,0.8,0.1,0.13,0.13,42,42
szrgwdkd94mc,Motivation theories,Task Diversity (Diagnostic Diversity),Diagnostic Diversity,60,7.28,EMP,EMP1,Caregiver interaction,3.59,0.19,-0.07,-0.07,42,42
szrgwdkd94mc,Resource-based view,Nurse-patient Staffing,Nurse-patient Staffing,0.66,0.18,CUS,CUS4,Evaluated ability to meet family needs,3.66,0.31,0.03,0.03,42,42
szrgwdkd94mc,Resource-based view,Nurse-patient Staffing,Nurse-patient Staffing,0.66,0.18,CUS,CUS4,Evaluated technical quality of care,3.9,0.22,0.2,0.2,42,42
szrgwdkd94mc,Resource-based view,Nurse-patient Staffing,Nurse-patient Staffing,0.66,0.18,CUS,CUS4,Technological availability,0.8,0.1,0.45,0.45,42,42
szrgwdkd94mc,Resource-based view,Nurse-patient Staffing,Nurse-patient Staffing,0.66,0.18,EMP,EMP1,Caregiver interaction,3.59,0.19,0.07,0.07,42,42
szrgwdkd94mc,Resource-based view,Nurse-patient Staffing,Nurse-patient Staffing,0.66,0.18,EMP,EMP1,Nursing turnover,0.19,0.11,0.05,-0.05,42,42
t05ajmp,Resource-based view,Firm age,Firm age,23.5,20.5,EMP,EMP1,Employee participation,4.44,1.24,-0.1,-0.1,206,505
t05ajmp,Resource-based view,Firm age,Firm age,23.5,20.5,EMP,EMP3,ILM,0.67,0.31,-0.1,-0.1,206,505
t05ajmp,Resource-based view,Firm age,Firm age,23.5,20.5,EMP,EMP3,Incentive compensation,3.59,1.11,-0.27,-0.27,206,505
t05ajmp,Resource-based view,Firm age,Firm age,23.5,20.5,EMP,EMP3,Training,4.37,1.37,0.01,0.01,206,505
t05ajmp,Resource-based view,Firm age,Firm age,23.5,20.5,INV,INV3,Perceived org. performance,3.9,0.56,0.09,0.09,206,505
t05ijhrm,Resource-based view,Firm age,Firm age,23.4,20.5,EMP,EMP1,Participation,4.44,1.24,-0.1,-0.1,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,EMP,EMP1,Reliability,,,0.47,0.47,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,EMP,EMP2,Concern,,,0.52,0.52,104,104
t05ijhrm,Resource-based view,Firm age,Firm age,23.4,20.5,EMP,EMP3,Compensation,3.62,1.15,-0.3,-0.3,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,EMP,EMP3,Initial trust,0.35,0.51,0.06,0.06,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,EMP,EMP3,Trust,3.99,0.57,0.6,0.6,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,INV,INV1,Net profit,,,,,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,INV,INV2,Return on equity,,,,,104,104
t05ijhrm,Resource-based view,Firm age,Firm age,23.4,20.5,INV,INV3,Perceived market performance,3.73,0.68,-0.04,-0.04,104,104
t05ijhrm,Resource-based view,Firm age,Firm age,23.4,20.5,INV,INV3,Perceived org. performance,,,0.09,0.09,104,104
t05ijhrm,Resource-based view,Organizational human assets,Training,4.37,1.37,INV,INV3,Market performance,3.73,0.68,0.47,0.47,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,EMP,EMP1,Reliability,,,0.38,0.38,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,EMP,EMP1,Participation,4.44,1.24,0.59,0.59,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,EMP,EMP2,Concern,,,0.41,0.41,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,EMP,EMP3,Initial trust,0.35,0.51,0.02,0.02,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,EMP,EMP3,Trust,3.99,0.57,0.49,0.49,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,EMP,EMP3,Compensation,3.62,1.15,0.46,0.46,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,EMP,EMP3,Internal labour market,67.7,30.8,0.49,0.49,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,EMP,EMP3,Training,4.37,1.37,0.6,0.6,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,INV,INV1,Net profit,,,,,104,104
t05ijhrm,Social exchange theory,Compensation,Compensation,,,INV,INV3,Perceived market performance,3.73,0.68,0.37,0.37,104,104
t05ijhrm,Social exchange theory,Compensation,Compensation,,,INV,INV3,Perceived organizational performance,3.9,0.56,0.38,0.38,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,INV,INV3,Market performance,3.73,0.68,0.3,0.3,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,INV,INV3,Perceived market performance,3.73,0.68,0.3,0.3,104,104
t05ijhrm,Social exchange theory,One-dimensional exchange process ,Internal labour market,67.7,30.8,INV,INV3,Perceived organizational performance,3.9,0.56,0.56,0.56,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,INV,INV3,Perceived market performance,3.73,0.68,0.58,0.58,104,104
t05ijhrm,Social exchange theory,Organizational trust,Organizational trust,3.99,0.57,INV,INV3,Perceived organizational performance,3.9,0.56,0.73,0.73,104,104
t05ijhrm,Social exchange theory,Employee participation,Participation,,,INV,INV3,Perceived market performance,3.73,0.68,0.39,0.39,104,104
t05ijhrm,Social exchange theory,Employee participation,Participation,,,INV,INV3,Perceived organizational performance,3.9,0.56,0.57,0.57,104,104
t05ijhrm,Social exchange theory,Organizational human assets,Training,4.37,1.37,INV,INV3,Perceived market performance,3.73,0.68,0.47,0.47,104,104
t05ijhrm,Social exchange theory,Organizational human assets,Training,4.37,1.37,INV,INV3,Perceived organizational performance,3.9,0.56,0.66,0.66,104,104
t05ijhrm,Strategic HRM theories: Configurational view,One-dimensional exchange process ,Internal labour market,67.7,30.8,INV,INV2,Return on equity,,,,,104,104
tbbc09halmstaduniversity,Agency theory,Ownership structure,Ownership concentration ,56.02,24.5,INV,INV1,ROA,14.77,32.57,-0.082,-0.082,267,267
tbbc09halmstaduniversity,Agency theory,Ownership structure,Ownership concentration ,56.02,24.5,INV,INV1,Turnover,14800.27,33221.71,-0.123,-0.123,267,267
tbbc09halmstaduniversity,Agency theory,Ownership structure,Ownership identity ,,,INV,INV1,Turnover,14800.27,33221.71,-0.022,-0.022,267,267
tbbc09halmstaduniversity,Agency theory,Ownership structure,Ownership concentration ,56.02,24.5,INV,INV2,ROE,7.37,14.06,0.151,0.151,267,267
tbbc09halmstaduniversity,Agency theory,Ownership structure,Ownership identity ,,,INV,INV2,ROE,7.37,14.06,0.144,0.144,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Consumer goods,,,INV,INV1,ROA,14.77,32.57,0.099,0.099,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Consumer goods,,,INV,INV1,Turnover,14800.27,33221.71,-0.017,-0.017,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Energy ,,,INV,INV1,ROA,14.77,32.57,-0.025,-0.025,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Energy ,,,INV,INV1,Turnover,14800.27,33221.71,-0.02,-0.02,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Finance,,,INV,INV1,ROA,14.77,32.57,0.091,0.091,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Finance,,,INV,INV1,Turnover,14800.27,33221.71,-0.001,-0.001,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Health services,,,INV,INV1,ROA,14.77,32.57,-0.185,-0.185,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Health services,,,INV,INV1,Turnover,14800.27,33221.71,-0.088,-0.088,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,IT,,,INV,INV1,ROA,14.77,32.57,-0.142,-0.142,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,IT,,,INV,INV1,Turnover,14800.27,33221.71,-0.116,-0.116,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Raw materials,,,INV,INV1,ROA,14.77,32.57,-0.003,-0.003,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Raw materials,,,INV,INV1,Turnover,14800.27,33221.71,0.033,0.033,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Telecommunications,,,INV,INV1,ROA,14.77,32.57,-0.028,-0.028,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Telecommunications,,,INV,INV1,Turnover,14800.27,33221.71,0.113,0.113,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Consumer goods,,,INV,INV2,ROE,7.37,14.06,0.113,0.113,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Energy ,,,INV,INV2,ROE,7.37,14.06,-0.012,-0.012,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Finance,,,INV,INV2,ROE,7.37,14.06,0.066,0.066,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Health services,,,INV,INV2,ROE,7.37,14.06,-0.273,-0.273,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,IT,,,INV,INV2,ROE,7.37,14.06,-0.081,-0.081,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Raw materials,,,INV,INV2,ROE,7.37,14.06,0.019,0.019,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Telecommunications,,,INV,INV2,ROE,7.37,14.06,-0.033,-0.033,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Consumer goods,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,0.091,0.091,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Energy ,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,0.049,0.049,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Finance,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,-0.005,-0.005,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Health services,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,-0.169,-0.169,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,IT,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,-0.287,-0.287,267,267
tbbc09halmstaduniversity,Institutional theory,Size,Number of employees,9452.4,23511.48,SOC,SOC5,Social disclosures in total (%),37.43,37.12,0.399,0.399,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Raw materials,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,0.17,0.17,267,267
tbbc09halmstaduniversity,Institutional theory,Industry,Telecommunications,,,SOC,SOC5,Social disclosures in total (%),37.43,37.12,0.061,0.061,267,267
tlwt07jap,Competitive advantages,Competitive advantage,Collective human capital,4.57,0.76,EMP,EMP3,Degree of establishment social exchange,4.5,0.7,0.05,0.05,76,56
tlwt07jap,Competitive advantages,Competitive advantage,Collective human capital,4.57,0.76,EMP,EMP3,Employee-rated HPWS,4.15,0.55,0.26,0.26,76,56
tlwt07jap,Competitive advantages,Competitive advantage,Collective human capital,4.57,0.76,EMP,EMP3,Manager-rated HPWS,4.73,0.71,0.53,0.53,76,56
tlwt07jap,Resource-based view,"Average establishment tenure of managers
","Average establishment tenure of managers
",12.02,8.33,EMP,EMP3,Degree of establishment social exchange,4.5,0.7,0,0,76,56
tlwt07jap,Resource-based view,"Average establishment tenure of managers
","Average establishment tenure of managers
",12.02,8.33,EMP,EMP3,Employee-rated HPWS,4.15,0.55,-0.1,-0.1,76,56
tlwt07jap,Resource-based view,"Average establishment tenure of managers
","Average establishment tenure of managers
",12.02,8.33,EMP,EMP3,Manager-rated HPWS,4.73,0.71,-0.09,-0.09,76,56
tlwt07jap,Resource-based view,"Average job tenure of managers
","Average job tenure of managers
",10.88,8.27,EMP,EMP3,Degree of establishment social exchange,4.5,0.7,0.09,0.09,76,56
tlwt07jap,Resource-based view,"Average job tenure of managers
","Average job tenure of managers
",10.88,8.27,EMP,EMP3,Manager-rated HPWS,4.73,0.71,-0.17,-0.17,76,56
tlwt07jap,Resource-based view,"Average organizational tenure of managers
","Average organizational tenure of managers
",20.16,9.78,EMP,EMP3,Degree of establishment social exchange,4.5,0.7,0.06,0.06,76,56
tlwt07jap,Resource-based view,"Average organizational tenure of managers
","Average organizational tenure of managers
",20.16,9.78,EMP,EMP3,Employee-rated HPWS,4.15,0.55,0.15,0.15,76,56
tlwt07jap,Resource-based view,"Average organizational tenure of managers
","Average organizational tenure of managers
",20.16,9.78,EMP,EMP3,Manager-rated HPWS,4.73,0.71,0.21,0.21,76,56
tlwt07jap,Resource-based view,"Average establishment tenure of managers
","Average establishment tenure of managers
",12.02,8.33,INV,INV3,Relative establishment performance,4.7,0.65,0.06,0.06,76,56
tlwt07jap,Resource-based view,"Average job tenure of managers
","Average job tenure of managers
",10.88,8.27,INV,INV3,Relative establishment performance,4.7,0.65,-0.17,-0.17,76,56
tlwt07jap,Resource-based view,"Average organizational tenure of managers
","Average organizational tenure of managers
",20.16,9.78,INV,INV3,Relative establishment performance,4.7,0.65,-0.05,-0.05,76,56
tlwt07jap,Resource-based view,Competitive advantage,Collective human capital,4.57,0.76,INV,INV3,Relative establishment performance,4.7,0.65,0.56,0.56,76,56
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,CUS,CUS4,Customer service performance-I,80.41,5.69,0.5,0.5,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,CUS,CUS4,Customer service performance-S,-2.11,0.44,-0.15,-0.15,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,CUS,CUS4,Customer service performance-I,80.41,5.69,-0.11,-0.11,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,CUS,CUS4,Customer service performance-S,-2.11,0.44,0.57,0.57,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,EMP,EMP1,Retention-I,67.43,45.95,0.27,0.27,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,EMP,EMP1,Retention-S,-0.38,0.92,-0.02,-0.02,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,EMP,EMP1,Retention-I,67.43,45.95,-0.04,-0.04,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,EMP,EMP1,Retention-S,-0.38,0.92,0.07,0.07,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,EMP,EMP3,Training-I,75.57,194.27,0.28,0.28,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-I,82.74,163,EMP,EMP3,Training-S,-0.21,4.73,-0.04,-0.04,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,EMP,EMP3,Training-I,75.57,194.27,-0.02,-0.02,861,1
vfpbph09jap,Resource-based view,Human capital,Selection-S,-0.62,4.71,EMP,EMP3,Training-S,-0.21,4.73,0.17,0.17,861,1
